"date","city_name","state_name","country_name","active_endpoint_count"
"2023-05-02","Montecatini Terme","Provincia di Pistoia","Italy",0
"2023-05-02","Montecchio Emilia","Provincia di Reggio Emilia","Italy",0
"2023-05-02","Montecchio Maggiore","Provincia di Vicenza","Italy",0
"2023-05-02","Montecchio Precalcino","Provincia di Vicenza","Italy",0
"2023-05-02","Montechiaro d\Asti","Provincia di Asti","Italy",0
"2023-05-02","Montechiarugolo","Province of Parma","Italy",0
"2023-05-02","Montedinove","Ascoli Piceno","Italy",0
"2023-05-02","Montefalco","Provincia di Perugia","Italy",0
"2023-05-02","Montefano","Provincia di Macerata","Italy",0
"2023-05-02","Montefiascone","Provincia di Viterbo","Italy",0
"2023-05-02","Monteforte Irpino","Provincia di Avellino","Italy",0
"2023-05-02","Monteforte d\Alpone","Provincia di Verona","Italy",0
"2023-05-02","Montegalda","Provincia di Vicenza","Italy",0
"2023-05-02","Montegnacco","Provincia di Udine","Italy",0
"2023-05-02","Montegranaro","Province of Fermo","Italy",0
"2023-05-02","Montegrotto Terme","Padua","Italy",0
"2023-05-02","Montelibretti","Rome","Italy",0
"2023-05-02","Montelupo Fiorentino","Province of Florence","Italy",0
"2023-05-02","Montemaggiore Belsito","Province of Palermo","Italy",0
"2023-05-02","Montemagno","Province of Pisa","Italy",0
"2023-05-02","Montemagno","Provincia di Asti","Italy",0
"2023-05-02","Montemarciano","Provincia di Ancona","Italy",0
"2023-05-02","Montemurlo","Provincia di Prato","Italy",0
"2023-05-02","Montenero di Bisaccia","Provincia di Campobasso","Italy",0
